# time_step [ps]	 rmsd [AA]
196.0 	 462.902094149071 
198.0 	 462.66479769538046 
200.0 	 463.5051438539093 
202.0 	 464.1154461742746 
204.0 	 464.16625172093313 
206.0 	 463.4936448211959 
208.0 	 464.12364021545557 
210.0 	 464.3772728271909 
212.0 	 463.7531347654471 
214.0 	 463.7807563240492 
216.0 	 464.61959247755965 
218.0 	 464.9613043098042 
220.0 	 463.20488047283936 
222.0 	 463.0195379691718 
224.0 	 462.56418909429135 
226.0 	 463.70279669811646 
228.0 	 463.6964028461279 
230.0 	 463.71033672143284 
232.0 	 463.58295961177583 
234.0 	 463.6191357763945 
236.0 	 463.12512474276843 
238.0 	 463.4903722910848 
240.0 	 462.59965412034194 
242.0 	 463.7788657902794 
244.0 	 464.0749673378954 
246.0 	 463.96960140972135 
248.0 	 463.6132148884636 
250.0 	 463.40029358327905 
252.0 	 462.4715155189997 
254.0 	 462.87091950437275 
256.0 	 463.10673604187167 
258.0 	 463.6238658379574 
260.0 	 463.7547726054329 
262.0 	 464.5840249190892 
264.0 	 464.5281289333854 
266.0 	 464.95557852341335 
268.0 	 465.1855889498302 
270.0 	 464.6685700974546 
272.0 	 464.03197011435986 
274.0 	 464.395128747919 
276.0 	 464.6456833748572 
278.0 	 463.91121213210175 
280.0 	 464.8508419088172 
282.0 	 464.9293977851618 
284.0 	 464.15245809980354 
286.0 	 463.43709621469065 
288.0 	 464.37872777300464 
290.0 	 465.0415768904521 
292.0 	 464.5840575744445 
294.0 	 464.759746227464 
296.0 	 464.9420158626603 
298.0 	 466.50312780999775 
300.0 	 465.9455673071493 
302.0 	 466.32034919780887 
304.0 	 466.05264747565036 
306.0 	 466.01144767746797 
308.0 	 465.70685968240116 
310.0 	 465.7703075275517 
312.0 	 465.0786594666974 
314.0 	 466.2617078782479 
316.0 	 465.8256945731545 
318.0 	 465.70488084102897 
320.0 	 466.27334697046257 
322.0 	 466.53741092983614 
324.0 	 465.96239425328554 
326.0 	 467.0000822833916 
328.0 	 466.3301266600355 
330.0 	 465.91460341232835 
332.0 	 465.9278227059481 
334.0 	 464.19472035269484 
336.0 	 464.2476251404921 
338.0 	 465.87553493176256 
340.0 	 465.567865817606 
342.0 	 465.35866962735474 
344.0 	 464.74121679318307 
346.0 	 463.8729713238832 
348.0 	 463.84915891385504 
350.0 	 464.35940050870704 
352.0 	 464.25976718271284 
354.0 	 464.61105204349076 
356.0 	 463.83848836867656 
358.0 	 463.595583808818 
360.0 	 463.1603341915352 
362.0 	 462.85713199232083 
364.0 	 462.98895275095043 
366.0 	 462.85082777195356 
368.0 	 462.65134072967396 
370.0 	 463.65751176236256 
372.0 	 463.5294323572538 
374.0 	 463.8553485716966 
376.0 	 463.28910404338217 
378.0 	 464.2651872984461 
380.0 	 463.0172311005854 
382.0 	 463.1635617538197 
384.0 	 462.19028609477573 
386.0 	 462.48532530208035 
388.0 	 462.1171909668242 
390.0 	 462.96574991200686 
392.0 	 463.4434554957434 
394.0 	 463.35962689698 
396.0 	 463.4465523149493 
398.0 	 462.79581887040445 
400.0 	 462.5994771249722 
402.0 	 462.70806330206426 
404.0 	 462.69625861322055 
406.0 	 462.40983859457396 
408.0 	 461.7560594370291 
410.0 	 461.5439109734083 
412.0 	 461.2213545547892 
414.0 	 346.0782964846643 
416.0 	 346.63050084436384 
418.0 	 346.3680430937699 
420.0 	 346.112244951157 
422.0 	 346.6162862889138 
424.0 	 346.7088081598498 
426.0 	 346.09041453298414 
428.0 	 346.09675271973975 
430.0 	 346.25943210830394 
432.0 	 345.9618554558515 
434.0 	 347.15480891312177 
436.0 	 346.29347636764 
438.0 	 345.0000988973785 
440.0 	 345.4698949802961 
442.0 	 459.9000910664856 
444.0 	 460.14118472625967 
446.0 	 346.11486847892775 
448.0 	 460.347110409974 
450.0 	 460.4101317455155 
452.0 	 346.225308040478 
454.0 	 345.9689301885539 
456.0 	 345.2452181389163 
458.0 	 460.23119929855034 
460.0 	 460.7212710338754 
462.0 	 460.9395158254526 
464.0 	 345.91027016217606 
466.0 	 346.1541510186755 
468.0 	 346.2141733664307 
470.0 	 345.1784224042718 
472.0 	 345.7472290000391 
474.0 	 345.02210243394296 
476.0 	 345.5927913026514 
478.0 	 344.7280392055075 
480.0 	 344.05451790630116 
482.0 	 343.8535423739011 
484.0 	 343.86864763473176 
486.0 	 345.4100178677119 
488.0 	 345.68965685447694 
490.0 	 345.8041671859503 
492.0 	 345.28052777954116 
494.0 	 346.2196100785551 
496.0 	 344.99161332355897 
498.0 	 344.77871123336405 
500.0 	 344.9840850068105 
502.0 	 344.59039814719677 
504.0 	 344.6468097027003 
506.0 	 344.4957609702542 
508.0 	 344.1317733493941 
510.0 	 343.67168890220125 
512.0 	 343.2953705993728 
514.0 	 343.3600174963552 
516.0 	 343.00613809807817 
518.0 	 343.9994761665014 
520.0 	 343.65373528307595 
522.0 	 344.5218232978764 
524.0 	 343.307156290321 
526.0 	 343.0563414646329 
528.0 	 343.70392936102525 
530.0 	 343.7723625517509 
532.0 	 343.2081759112902 
534.0 	 343.5283986251777 
536.0 	 344.2637620803289 
538.0 	 343.6316295766369 
540.0 	 342.99657592853634 
542.0 	 343.24263034660817 
544.0 	 343.40737104711025 
546.0 	 342.8375092983273 
548.0 	 341.7482001303791 
550.0 	 342.20031616550136 
552.0 	 342.4708840316122 
554.0 	 343.00001090769786 
556.0 	 343.3200955908839 
558.0 	 343.6035055359068 
560.0 	 343.2633988929764 
562.0 	 343.2680943496216 
564.0 	 343.74983318950456 
566.0 	 343.3228112279678 
568.0 	 343.91893030750305 
570.0 	 343.93133502142496 
572.0 	 343.34975314147556 
574.0 	 343.5959067711323 
576.0 	 343.54894853804024 
578.0 	 343.6587566939346 
580.0 	 343.5682353285222 
582.0 	 343.33835089806996 
584.0 	 343.5617365408951 
586.0 	 342.43489970645277 
588.0 	 343.70702624764357 
590.0 	 343.03162681934447 
592.0 	 342.9669849001108 
594.0 	 343.50997246791707 
596.0 	 343.45864431413185 
598.0 	 343.70522898855086 
600.0 	 345.31664504965033 
602.0 	 345.05658410367283 
604.0 	 343.8812197826901 
606.0 	 344.7802733629913 
608.0 	 345.41311248011647 
610.0 	 345.5677516776939 
612.0 	 345.54108712043023 
614.0 	 345.6217311162579 
616.0 	 346.2456864691412 
618.0 	 346.6487896566394 
620.0 	 346.5524159276289 
622.0 	 347.70781750222386 
624.0 	 347.38359576442303 
626.0 	 346.64359530212863 
628.0 	 346.23723232109177 
630.0 	 346.33885104643076 
632.0 	 346.68401730560157 
634.0 	 345.9475786903794 
636.0 	 344.90555894401047 
638.0 	 345.1878197902989 
640.0 	 345.3442198517391 
642.0 	 345.4649961022079 
644.0 	 345.5884469702486 
646.0 	 346.4629257353798 
648.0 	 346.3413761881248 
650.0 	 345.21563739235836 
652.0 	 346.4508455558965 
654.0 	 345.95947257162896 
656.0 	 346.31005408957265 
658.0 	 346.1823354124669 
660.0 	 345.12697417722757 
662.0 	 346.66589491853864 
664.0 	 347.1367703543866 
666.0 	 347.0006111732238 
668.0 	 346.93836394405935 
670.0 	 347.218296584252 
672.0 	 347.2580505027492 
674.0 	 346.581704610408 
676.0 	 346.29348530835455 
678.0 	 346.769487056019 
680.0 	 346.01602926564453 
682.0 	 346.8407522705336 
684.0 	 346.9555914322681 
686.0 	 346.770652173603 
688.0 	 346.64814395816404 
690.0 	 346.0529322785163 
692.0 	 345.6229470489233 
694.0 	 346.21309897394576 
696.0 	 347.04736250471706 
698.0 	 346.8845025512378 
700.0 	 346.92305328761006 
702.0 	 347.6650767676577 
704.0 	 347.65974850353473 
706.0 	 347.07234286366713 
708.0 	 345.6143010450804 
710.0 	 346.6409773186167 
712.0 	 346.86780471865734 
714.0 	 346.1284783604119 
716.0 	 345.5257232915031 
718.0 	 346.7200857195593 
720.0 	 346.9294886723338 
722.0 	 346.4596069366588 
724.0 	 346.61506818875614 
726.0 	 347.1522686427279 
728.0 	 347.1176742454734 
730.0 	 346.5841104254015 
732.0 	 346.8713738743628 
734.0 	 347.4644292602125 
736.0 	 347.6668700804661 
738.0 	 347.62920925754065 
740.0 	 347.79506967032796 
742.0 	 347.7189411012882 
744.0 	 347.18459187898014 
746.0 	 347.00060571151135 
748.0 	 347.4220729428999 
750.0 	 347.288782279501 
752.0 	 347.20200302313617 
754.0 	 347.23164103593115 
756.0 	 346.66826921168695 
758.0 	 346.8122894628244 
760.0 	 346.6720383274485 
762.0 	 347.2440458798878 
764.0 	 346.1912291027843 
766.0 	 346.942568202139 
768.0 	 347.00824355467256 
770.0 	 346.3078281554399 
772.0 	 347.480669333679 
774.0 	 345.95142320823174 
776.0 	 346.36268059071875 
778.0 	 345.7951457743613 
780.0 	 346.75047635420555 
782.0 	 348.2660885848718 
784.0 	 347.9723298031359 
786.0 	 347.27160604930543 
788.0 	 346.8271634833968 
790.0 	 347.2112087621884 
792.0 	 346.5219545508066 
794.0 	 346.12897307421696 
796.0 	 345.92680618813847 
798.0 	 345.2610547615614 
800.0 	 345.5228177213802 
802.0 	 345.616338409895 
804.0 	 345.5553930320233 
806.0 	 345.67744133520387 
808.0 	 346.42315636732076 
810.0 	 346.430148289106 
812.0 	 346.83939589346033 
814.0 	 346.5951321471099 
816.0 	 346.2342234963752 
818.0 	 346.7169144796079 
820.0 	 345.42529297491205 
822.0 	 346.1209905203565 
824.0 	 346.309766661442 
826.0 	 346.8597870092447 
828.0 	 347.79553061346036 
830.0 	 347.5813563177772 
832.0 	 347.6775319490352 
834.0 	 347.2237800692212 
836.0 	 347.99995055102386 
838.0 	 348.4429908968666 
840.0 	 347.85558522364624 
842.0 	 348.3511870409614 
844.0 	 347.6990425322632 
846.0 	 347.6861241906584 
848.0 	 348.19713897216246 
850.0 	 347.84959640692296 
852.0 	 347.43355304357345 
854.0 	 348.4628483051407 
856.0 	 350.03605722152804 
858.0 	 350.61602513221777 
860.0 	 350.4930275015664 
862.0 	 350.3918190736237 
864.0 	 349.6484172350556 
866.0 	 349.9190592525068 
868.0 	 350.27776754841193 
870.0 	 350.53051662421046 
872.0 	 350.57522717841164 
874.0 	 350.2464329519892 
876.0 	 350.06056099393953 
878.0 	 350.7737265396153 
880.0 	 349.65516579061955 
882.0 	 349.9824664610463 
884.0 	 350.7236814847238 
886.0 	 350.5670130060367 
888.0 	 350.4448489077748 
890.0 	 350.4902977595737 
892.0 	 351.21963964243037 
894.0 	 349.9018999583246 
896.0 	 350.7970670168003 
898.0 	 351.7588642722818 
900.0 	 351.2885650213145 
902.0 	 350.50448661277596 
904.0 	 349.25883025867 
906.0 	 350.3658838274973 
908.0 	 350.3428727269 
910.0 	 350.6188650855305 
912.0 	 352.159058175052 
914.0 	 351.90148632213203 
916.0 	 351.1862882844446 
918.0 	 351.1238487550328 
920.0 	 351.4153789371645 
922.0 	 350.5334607299704 
924.0 	 351.3036335603129 
926.0 	 350.56604926685225 
928.0 	 350.80023178853133 
930.0 	 350.92144005147895 
932.0 	 351.38346138843417 
934.0 	 351.98659409230464 
936.0 	 351.5948669508958 
938.0 	 352.2030020420225 
940.0 	 351.74343287669416 
942.0 	 351.7557061275614 
944.0 	 309.01703790130915 
946.0 	 308.70452155355076 
948.0 	 307.5565854338179 
950.0 	 309.86314355884934 
952.0 	 308.84807448084234 
954.0 	 310.1492877955113 
956.0 	 309.5079522813861 
958.0 	 309.0484896628216 
960.0 	 308.7044318305213 
962.0 	 309.17132574644415 
964.0 	 308.6606725363773 
966.0 	 309.4457784582695 
968.0 	 308.04514719127974 
970.0 	 308.40207132523335 
972.0 	 308.16637014652565 
974.0 	 307.5334219688588 
976.0 	 306.8001316941413 
978.0 	 307.2225241157445 
980.0 	 307.59065980617106 
982.0 	 307.0856088526401 
984.0 	 307.63112751688004 
986.0 	 307.8589368263775 
988.0 	 308.69765079770895 
990.0 	 307.5144575177578 
992.0 	 308.28729502806095 
994.0 	 308.4063028240699 
996.0 	 308.41942534052214 
998.0 	 308.45775774896356 
1000.0 	 403.32986030623147 
1002.0 	 403.7879567612288 
1004.0 	 402.6272212044509 
1006.0 	 402.225180255509 
1008.0 	 402.3312118611378 
1010.0 	 402.069649976445 
1012.0 	 402.67286179774396 
1014.0 	 401.7833652399704 
1016.0 	 401.8250546604603 
1018.0 	 402.7509655565601 
1020.0 	 350.4586773895245 
1022.0 	 311.8174719340976 
1024.0 	 311.32772839997267 
1026.0 	 350.9371828659096 
1028.0 	 310.1904107108347 
1030.0 	 310.0501718199372 
1032.0 	 401.33232992646106 
1034.0 	 308.5252916323365 
1036.0 	 308.65377082154095 
1038.0 	 309.39665171822554 
1040.0 	 309.4622418371443 
1042.0 	 401.2127292121844 
1044.0 	 401.53721616723084 
1046.0 	 400.8607450260083 
1048.0 	 401.6027054782598 
1050.0 	 401.95391211293673 
1052.0 	 465.38790054993854 
1054.0 	 464.64402830369863 
1056.0 	 466.2127270860853 
1058.0 	 465.98375885647624 
1060.0 	 465.4455797037537 
1062.0 	 348.82896611054434 
1064.0 	 348.3775850603082 
1066.0 	 464.6667360667233 
1068.0 	 400.3393034449678 
1070.0 	 399.2890561878372 
1072.0 	 400.57079909878826 
1074.0 	 400.93046625880476 
1076.0 	 400.285492382609 
1078.0 	 400.37153078120787 
1080.0 	 401.37080610644347 
1082.0 	 400.3308994168939 
1084.0 	 401.6799792402976 
1086.0 	 307.96846362483734 
1088.0 	 307.6782858999062 
1090.0 	 401.5902275034946 
1092.0 	 401.10679904509647 
1094.0 	 400.5434204637865 
1096.0 	 307.42951114579193 
1098.0 	 400.4984295655365 
1100.0 	 400.06952927955325 
1102.0 	 399.04157088071736 
1104.0 	 399.45372148057106 
1106.0 	 399.97747990300377 
1108.0 	 400.192470044321 
1110.0 	 401.4296000120982 
1112.0 	 401.73050224539554 
1114.0 	 401.81127728699715 
1116.0 	 402.24153223760516 
1118.0 	 401.9486554205977 
1120.0 	 400.83907331367163 
1122.0 	 400.41516676223125 
1124.0 	 400.3362352289839 
1126.0 	 400.9322471602509 
1128.0 	 400.5188779741709 
1130.0 	 400.8324657454996 
1132.0 	 401.5039725573885 
1134.0 	 400.44226469968356 
1136.0 	 400.83208548593115 
1138.0 	 400.31559442996894 
1140.0 	 400.87705671636434 
1142.0 	 399.97533830318326 
1144.0 	 401.8445736530298 
1146.0 	 402.1998838425667 
1148.0 	 401.01706581930665 
1150.0 	 401.00467200650326 
1152.0 	 401.15412960193504 
1154.0 	 401.55921790181367 
1156.0 	 401.78325773013717 
1158.0 	 401.3978267523873 
1160.0 	 401.2860557396343 
1162.0 	 401.92266011071837 
1164.0 	 401.9215359121914 
1166.0 	 401.85397297262426 
1168.0 	 401.0222642219019 
1170.0 	 466.7908178601982 
1172.0 	 467.28737139742356 
1174.0 	 467.5519545307321 
1176.0 	 466.8444107753035 
1178.0 	 466.58076637331556 
1180.0 	 466.4129389561091 
1182.0 	 466.2816244887665 
1184.0 	 466.4139252327013 
1186.0 	 467.0562191874094 
1188.0 	 467.4779968882013 
1190.0 	 467.2645422973887 
1192.0 	 467.54269663455216 
1194.0 	 468.42638156963505 
1196.0 	 468.6846154706995 
1198.0 	 469.6629257626747 
1200.0 	 468.7030113045848 
1202.0 	 468.00754708151936 
1204.0 	 467.0567565519138 
1206.0 	 468.36700307719553 
1208.0 	 468.98833060505297 
1210.0 	 469.2512961670367 
1212.0 	 469.04595030621635 
1214.0 	 469.4833809706612 
1216.0 	 468.3556609363157 
1218.0 	 469.3937122986545 
1220.0 	 469.1770639336662 
1222.0 	 469.2029033357064 
1224.0 	 468.71750308946685 
1226.0 	 469.35960770079146 
1228.0 	 403.5946497180838 
1230.0 	 404.09981530734217 
1232.0 	 403.42696129388264 
1234.0 	 403.029685536412 
1236.0 	 403.26397090785605 
1238.0 	 402.46895424843774 
1240.0 	 402.42651578607126 
1242.0 	 403.14130680214504 
1244.0 	 402.1887893098675 
1246.0 	 314.0084107748287 
1248.0 	 467.23260806511126 
1250.0 	 313.9575059698801 
